Commodity,Model,N,MAE,RMSE,Directional_Accuracy
Brent,GeoPrice,198,0.06689204420500007,0.09296664408074148,0.5380710659898477
Natural_Gas,GeoPrice,198,0.11745783312113389,0.1743431056768196,0.47692307692307695
Gold,GeoPrice,198,0.02838335903437914,0.035736924685057285,0.5384615384615384
Copper,GeoPrice,198,0.03677641033498007,0.04742578458738685,0.5380710659898477
Wheat,GeoPrice,198,0.052888420077411534,0.0743564817497636,0.51010101010101
